,shipment_id,send_timestamp,pick_up_point,drop_off_point,source_country,destination_country,freight_cost,gross_weight,shipment_charges,shipment_mode,shipping_company,selected,shipping_time
941,S227739,2020-05-02 14:17:44,A,Y,GB,IN,93.55,283.5,0.75,Air,SC3,Y,5.15775
942,S228705,2019-03-04 09:27:31,A,Y,GB,IN,93.94,327.0,0.75,Air,SC3,Y,5.16713
943,S228714,2019-05-02 14:58:25,A,Y,GB,IN,89.8,749.0,0.9,Ocean,SC1,Y,31.239
944,S228720,2019-06-09 20:10:37,A,Y,GB,IN,87.61,860.0,0.9,Ocean,SC1,Y,23.40706
945,S228729,2019-08-08 12:38:20,A,Y,GB,IN,85.77,500.0,0.75,Air,SC3,Y,5.323259999999999
946,S228736,2019-10-15 09:51:53,A,Y,GB,IN,89.85,228.0,0.9,Ocean,SC1,Y,29.1103
947,S228738,2020-01-22 17:13:45,A,Y,GB,IN,93.45,38.0,0.75,Air,SC3,Y,5.024769999999999
948,S228739,2020-05-02 14:20:07,A,Y,GB,IN,93.55,220.0,1.05,Air,SC2,Y,5.4069400000000005
949,S229707,2019-03-16 16:50:39,A,Y,GB,IN,91.79,29.0,0.75,Air,SC3,Y,5.19259
950,S229720,2019-06-09 21:01:29,A,Y,GB,IN,88.62,290.0,0.75,Air,SC3,Y,5.29988
951,S229736,2019-10-15 09:53:25,A,Y,GB,IN,89.85,500.0,0.9,Ocean,SC1,Y,29.12095
952,S229737,2019-12-02 16:17:19,A,Y,GB,IN,92.56048075,200.0,0.75,Air,SC3,Y,5.10185
953,S229738,2020-01-22 18:28:15,A,Y,GB,IN,93.47,115.0,0.9,Ocean,SC1,Y,22.69618
954,S229739,2020-05-02 16:05:23,A,Y,GB,IN,93.55,217.5,0.75,Air,SC3,Y,5.077780000000001
955,S230710,2019-04-06 09:44:23,A,Y,GB,IN,89.31,90.0,0.9,Ocean,SC1,Y,19.058220000000002
956,S230715,2019-05-08 09:07:47,A,Y,GB,IN,89.76,120.0,0.9,Ocean,SC1,Y,8.80405
957,S230720,2019-06-09 21:56:00,A,Y,GB,IN,88.53,1718.0,1.05,Air,SC2,Y,5.06968
958,S230721,2019-06-17 11:24:06,A,Y,GB,IN,87.69,705.0,1.05,Air,SC2,Y,5.01956
959,S230725,2019-07-14 12:15:11,A,Y,GB,IN,85.85,1640.0,1.05,Air,SC2,Y,5.09352
960,S230738,2020-01-22 18:39:21,A,Y,GB,IN,93.51,505.0,0.75,Air,SC3,Y,5.01863
961,S230739,2020-05-02 16:11:10,A,Y,GB,IN,93.59,54.0,0.75,Air,SC3,Y,5.14329
962,S231709,2019-03-31 11:13:21,A,Y,GB,IN,89.93,383.0,0.75,Air,SC3,Y,5.42326
963,S231715,2019-05-08 09:10:48,A,Y,GB,IN,89.85,1225.0,0.9,Ocean,SC1,Y,28.825
964,S231720,2019-06-09 21:57:53,A,Y,GB,IN,88.05,1406.0,0.75,Air,SC3,Y,5.18634
965,S231727,2019-07-29 12:47:51,A,Y,GB,IN,84.25,124.0,1.05,Air,SC2,Y,5.30926
966,S231729,2019-08-08 12:40:46,A,Y,GB,IN,85.85,100.0,0.75,Air,SC3,Y,5.08472
967,S231736,2019-10-15 10:29:11,A,Y,GB,IN,89.9132,305.0,0.9,Ocean,SC1,Y,19.369329999999998
968,S231737,2019-12-02 16:34:11,A,Y,GB,IN,92.35,300.0,0.9,Ocean,SC1,Y,11.90405
969,S232720,2019-06-09 22:01:16,A,Y,GB,IN,88.94,1426.5,0.75,Air,SC3,Y,5.1799800000000005
970,S232729,2019-08-08 12:42:22,A,Y,GB,IN,85.65873261,240.0,1.05,Air,SC2,Y,5.193169999999999
971,S232736,2019-10-15 10:35:07,A,Y,GB,IN,89.9132,1106.0,0.9,Ocean,SC1,Y,19.410529999999998
972,S232737,2019-12-02 16:38:50,A,Y,GB,IN,92.59,555.0,0.75,Air,SC3,Y,5.26366
973,S232738,2020-01-23 08:02:35,A,Y,GB,IN,93.68,305.0,0.9,Ocean,SC1,Y,8.35127
974,S232739,2020-05-02 17:11:06,A,Y,GB,IN,93.68,146.0,1.05,Air,SC2,Y,5.073840000000001
975,S233710,2019-04-06 09:53:36,A,Y,GB,IN,89.75,1036.0,0.9,Ocean,SC1,Y,9.12222
976,S233712,2019-04-18 12:54:54,A,Y,GB,IN,89.9698,343.0,0.9,Ocean,SC1,Y,30.38125
977,S233720,2019-06-09 22:02:10,A,Y,GB,IN,88.24,1426.5,1.05,Air,SC2,Y,5.13009
978,S233737,2019-12-02 17:13:03,A,Y,GB,IN,92.41,300.0,0.75,Air,SC3,Y,5.39387
979,S233739,2020-05-02 17:30:25,A,Y,GB,IN,93.55,153.5,1.05,Air,SC2,Y,5.07488
980,S234709,2019-03-31 11:15:38,A,Y,GB,IN,89.69,100.0,0.75,Air,SC3,Y,5.30301
981,S234720,2019-06-09 22:06:44,A,Y,GB,IN,88.98,1142.4,0.75,Air,SC3,Y,5.1515
982,S234721,2019-06-17 11:34:01,A,Y,GB,IN,87.5633,180.0,0.9,Ocean,SC1,Y,29.81956
983,S234739,2020-05-02 17:31:10,A,Y,GB,IN,93.87,148.5,0.75,Air,SC3,Y,5.15266
984,S235711,2019-04-12 09:06:11,A,Y,GB,IN,89.65,1340.0,0.9,Ocean,SC1,Y,18.792939999999998
985,S235720,2019-06-09 22:28:10,A,Y,GB,IN,88.75,1006.0,0.75,Air,SC3,Y,5.40532
986,S235726,2019-07-21 21:32:43,A,Y,GB,IN,85.65,327.0,0.9,Ocean,SC1,Y,33.9772
987,S235736,2019-10-15 12:24:53,A,Y,GB,IN,90.97,565.0,0.75,Air,SC3,Y,5.24699
988,S235737,2019-12-02 17:26:52,A,Y,GB,IN,91.91,109.0,0.9,Ocean,SC1,Y,12.269910000000001
989,S235739,2020-05-02 17:45:50,A,Y,GB,IN,93.63,605.0,1.05,Air,SC2,Y,5.10278
990,S236711,2019-04-12 09:06:51,A,Y,GB,IN,90.23,105.0,0.75,Air,SC3,Y,5.10243
991,S236713,2019-04-27 13:02:21,A,Y,GB,IN,90.69,75.0,0.75,Air,SC3,Y,5.35567
992,S236723,2019-07-01 17:09:26,A,Y,GB,IN,86.88,405.0,0.75,Air,SC3,Y,5.32674
993,S236726,2019-07-21 22:43:04,A,Y,GB,IN,85.88,1006.0,0.75,Air,SC3,Y,5.02396
994,S236737,2019-12-02 17:28:45,A,Y,GB,IN,92.34,380.0,0.75,Air,SC3,Y,5.28333
995,S236739,2020-05-02 17:55:29,A,Y,GB,IN,93.49,110.5,0.75,Air,SC3,Y,5.16829
996,S237711,2019-04-12 09:09:34,A,Y,GB,IN,89.56,340.0,0.9,Ocean,SC1,Y,28.816440000000004
997,S237720,2019-06-10 00:58:27,A,Y,GB,IN,87.77,700.0,0.75,Air,SC3,Y,5.11169
998,S237723,2019-07-01 19:10:01,A,Y,GB,IN,86.66,140.0,0.75,Air,SC3,Y,5.35324
999,S237726,2019-07-22 04:54:44,A,Y,GB,IN,85.87,110.0,0.75,Air,SC3,Y,5.0978
1000,S237737,2019-12-02 17:32:47,A,Y,GB,IN,92.28,103.0,0.75,Air,SC3,Y,5.41481
1001,S237738,2020-01-23 13:06:19,A,Y,GB,IN,93.46,542.0,1.05,Air,SC2,Y,5.28299
1002,S237739,2020-05-02 18:00:19,A,Y,GB,IN,93.8,605.0,0.75,Air,SC3,Y,5.07407
1003,S238706,2019-03-09 13:28:36,A,Y,GB,IN,90.75,360.0,0.9,Ocean,SC1,Y,20.61528
1004,S238719,2019-06-03 14:32:44,A,Y,GB,IN,87.44,1156.0,1.05,Air,SC2,Y,5.114240000000001
1005,S238723,2019-07-01 19:53:37,A,Y,GB,IN,86.96,125.0,0.9,Ocean,SC1,Y,33.289
1006,S238733,2019-09-03 11:14:08,A,Y,GB,IN,86.28,350.0,0.75,Air,SC3,Y,5.07836
1007,S238738,2020-01-23 13:06:53,A,Y,GB,IN,93.35,1006.0,0.75,Air,SC3,Y,5.29039
1008,S238739,2020-05-02 20:07:11,A,Y,GB,IN,93.55,200.0,1.05,Air,SC2,Y,5.1083300000000005
1009,S239720,2019-06-10 07:12:49,A,Y,GB,IN,87.5717,571.0,1.05,Air,SC2,Y,5.28981
1010,S239723,2019-07-01 19:57:55,A,Y,GB,IN,86.9,230.0,0.9,Ocean,SC1,Y,23.31887
1011,S239738,2020-01-23 13:14:45,A,Y,GB,IN,93.92,542.0,0.75,Air,SC3,Y,5.25
1012,S239739,2020-05-02 22:27:47,A,Y,GB,IN,93.55,100.0,1.05,Air,SC2,Y,5.245369999999999
1013,S240720,2019-06-10 07:31:52,A,Y,GB,IN,87.7,150.0,0.75,Air,SC3,Y,5.01539
1014,S240723,2019-07-01 20:02:47,A,Y,GB,IN,86.96,400.0,0.75,Air,SC3,Y,5.3615699999999995
1015,S240736,2019-10-15 16:17:20,A,Y,GB,IN,90.75,505.0,0.9,Ocean,SC1,Y,11.78704
1016,S240737,2019-12-02 22:17:02,A,Y,GB,IN,92.18,1200.0,0.75,Air,SC3,Y,5.099419999999999
1017,S240739,2020-05-03 12:46:07,A,Y,GB,IN,93.55,755.0,0.9,Ocean,SC1,Y,20.32025
1018,S241723,2019-07-01 20:03:18,A,Y,GB,IN,86.9,250.0,0.9,Ocean,SC1,Y,13.35625
1019,S241736,2019-10-15 18:44:41,A,Y,GB,IN,90.75,391.0,0.9,Ocean,SC1,Y,32.8103
1020,S241737,2019-12-02 22:31:09,A,Y,GB,IN,92.46,1200.0,0.75,Air,SC3,Y,5.41308
1021,S242712,2019-04-18 13:30:59,A,Y,GB,IN,89.46,500.0,0.9,Ocean,SC1,Y,30.631829999999997
1022,S242718,2019-05-28 17:06:57,A,Y,GB,IN,87.8457,255.0,0.9,Ocean,SC1,Y,22.1316
1023,S242722,2019-06-25 09:43:19,A,Y,GB,IN,87.97,1506.0,0.75,Air,SC3,Y,5.37025
1024,S242723,2019-07-01 20:06:17,A,Y,GB,IN,86.45,200.0,0.75,Air,SC3,Y,5.0841400000000005
1025,S242737,2019-12-02 22:59:22,A,Y,GB,IN,91.91,33.0,0.9,Ocean,SC1,Y,34.57894
1026,S242739,2020-05-03 16:33:23,A,Y,GB,IN,93.41,148.5,0.75,Air,SC3,Y,5.41678
1027,S243723,2019-07-01 21:06:49,A,Y,GB,IN,86.69,694.0,0.75,Air,SC3,Y,5.17373
1028,S243730,2019-08-14 18:12:43,A,Y,GB,IN,85.65,310.0,0.9,Ocean,SC1,Y,32.58831
1029,S243737,2019-12-02 23:38:55,A,Y,GB,IN,92.52,605.0,0.75,Air,SC3,Y,5.27442
1030,S243738,2020-01-23 16:05:13,A,Y,GB,IN,93.15,542.0,0.9,Ocean,SC1,Y,31.702890000000004
1031,S244707,2019-03-16 17:59:16,A,Y,GB,IN,91.44,105.0,0.75,Air,SC3,Y,5.09144
1032,S244718,2019-05-28 17:53:18,A,Y,GB,IN,87.8,215.0,0.9,Ocean,SC1,Y,32.45347
1033,S244723,2019-07-01 21:17:31,A,Y,GB,IN,86.9,205.0,1.05,Air,SC2,Y,5.02801
1034,S244726,2019-07-22 09:00:59,A,Y,GB,IN,85.75,1498.0,0.9,Ocean,SC1,Y,8.75683
1035,S244730,2019-08-14 18:18:54,A,Y,GB,IN,85.77,310.0,0.75,Air,SC3,Y,5.1088
1036,S244736,2019-10-15 19:46:18,A,Y,GB,IN,90.75,1000.0,0.9,Ocean,SC1,Y,23.23819
1037,S244737,2019-12-03 07:46:04,A,Y,GB,IN,92.21,821.0,0.9,Ocean,SC1,Y,8.23657
1038,S244739,2020-05-03 17:53:32,A,Y,GB,IN,93.8,2000.0,1.05,Air,SC2,Y,5.2527800000000004
1039,S245704,2019-02-27 16:36:54,A,Y,GB,IN,94.67,1006.0,0.75,Air,SC3,Y,5.30255
1040,S245707,2019-03-16 23:45:00,A,Y,GB,IN,91.45,1126.0,0.9,Ocean,SC1,Y,14.895829999999998
1041,S245721,2019-06-17 12:16:24,A,Y,GB,IN,87.52,500.0,0.9,Ocean,SC1,Y,30.11389
1042,S245723,2019-07-01 21:22:21,A,Y,GB,IN,86.9,505.0,1.05,Air,SC2,Y,5.24317
1043,S245730,2019-08-14 18:35:12,A,Y,GB,IN,85.93,310.0,1.05,Air,SC2,Y,5.32488
1044,S245736,2019-10-15 20:57:08,A,Y,GB,IN,90.86,499.0,1.05,Air,SC2,Y,5.30197
1045,S245737,2019-12-03 07:47:02,A,Y,GB,IN,92.72,505.0,1.05,Air,SC2,Y,5.225
1046,S245739,2020-05-03 21:54:12,A,Y,GB,IN,93.55,1880.0,0.75,Air,SC3,Y,5.4228
1047,S246707,2019-03-16 23:52:07,A,Y,GB,IN,91.79,1100.0,0.75,Air,SC3,Y,5.2397
1048,S246713,2019-04-27 13:43:56,A,Y,GB,IN,90.1,1506.0,1.05,Air,SC2,Y,5.40972
1049,S246718,2019-05-28 23:10:52,A,Y,GB,IN,87.97,1006.0,1.05,Air,SC2,Y,5.39236
1050,S246723,2019-07-01 22:53:30,A,Y,GB,IN,86.46,235.0,0.9,Ocean,SC1,Y,14.53819
1051,S246730,2019-08-14 19:00:36,A,Y,GB,IN,85.56,400.0,0.75,Air,SC3,Y,5.13762
1052,S246739,2020-05-03 22:23:48,A,Y,GB,IN,93.55,355.0,1.05,Air,SC2,Y,5.0353
1053,S247718,2019-05-28 23:21:31,A,Y,GB,IN,87.93,190.0,0.75,Air,SC3,Y,5.1684
1054,S247723,2019-07-01 23:22:47,A,Y,GB,IN,86.68,116.0,1.05,Air,SC2,Y,5.224069999999999
1055,S247730,2019-08-14 22:20:17,A,Y,GB,IN,85.31942430000002,36.5,0.75,Air,SC3,Y,5.348380000000001
1056,S247736,2019-10-15 22:04:02,A,Y,GB,IN,90.65,1000.0,0.75,Air,SC3,Y,5.07141
1057,S247737,2019-12-03 09:28:24,A,Y,GB,IN,92.32,25.0,0.75,Air,SC3,Y,5.39792
1058,S247738,2020-01-23 17:14:07,A,Y,GB,IN,93.79,113.0,0.75,Air,SC3,Y,5.104509999999999
1059,S247739,2020-05-03 22:27:04,A,Y,GB,IN,93.55,218.5,1.05,Air,SC2,Y,5.14838
1060,S248707,2019-03-17 07:07:20,A,Y,GB,IN,91.66,1106.0,1.05,Air,SC2,Y,5.25231
1061,S248718,2019-05-29 07:49:19,A,Y,GB,IN,87.99,1143.0,0.75,Air,SC3,Y,5.38565
1062,S248723,2019-07-02 04:46:38,A,Y,GB,IN,86.55,1000.0,0.9,Ocean,SC1,Y,26.990509999999997
1063,S248727,2019-07-29 13:47:02,A,Y,GB,IN,83.9,700.0,1.05,Air,SC2,Y,5.32257
1064,S248730,2019-08-14 22:27:14,A,Y,GB,IN,85.65,36.5,0.9,Ocean,SC1,Y,14.355789999999999
1065,S248736,2019-10-16 07:18:29,A,Y,GB,IN,90.86,500.0,1.05,Air,SC2,Y,5.02269
1066,S248737,2019-12-03 09:28:28,A,Y,GB,IN,92.66,1256.0,0.75,Air,SC3,Y,5.37593
1067,S248738,2020-01-23 21:28:09,A,Y,GB,IN,93.25,705.0,0.75,Air,SC3,Y,5.3294
1068,S248739,2020-05-04 05:46:31,A,Y,GB,IN,93.565,250.0,1.05,Air,SC2,Y,5.07558
1069,S249707,2019-03-17 09:26:45,A,Y,GB,IN,91.96,335.0,0.75,Air,SC3,Y,5.08692
1070,S249718,2019-05-29 08:00:24,A,Y,GB,IN,87.512,150.0,0.9,Ocean,SC1,Y,8.336110000000001
1071,S249723,2019-07-02 08:03:28,A,Y,GB,IN,86.78,467.0,0.75,Air,SC3,Y,5.15185
1072,S249730,2019-08-14 22:32:53,A,Y,GB,IN,85.65,36.5,0.9,Ocean,SC1,Y,14.39502
1073,S249737,2019-12-03 10:04:32,A,Y,GB,IN,92.85,221.3,1.05,Air,SC2,Y,5.08611
1074,S249738,2020-01-24 07:28:00,A,Y,GB,IN,92.7362,113.5,0.9,Ocean,SC1,Y,18.11111
1075,S249739,2020-05-04 08:17:50,A,Y,GB,IN,93.55,335.0,0.75,Air,SC3,Y,5.3669
1076,S250718,2019-05-29 08:05:15,A,Y,GB,IN,87.4074,290.0,0.9,Ocean,SC1,Y,28.369790000000002
1077,S250730,2019-08-15 00:14:21,A,Y,GB,IN,85.82,122.0,0.75,Air,SC3,Y,5.1434
1078,S250736,2019-10-16 08:41:13,A,Y,GB,IN,90.8,173.0,0.75,Air,SC3,Y,5.39074
1079,S251719,2019-06-03 15:01:43,A,Y,GB,IN,87.1,2008.0,1.05,Air,SC2,Y,5.0631900000000005
1080,S251732,2019-08-29 07:49:47,A,Y,GB,IN,87.61,1056.0,0.75,Air,SC3,Y,5.13854
1081,S252709,2019-03-31 12:28:44,A,Y,GB,IN,89.65,906.0,0.9,Ocean,SC1,Y,20.19954
1082,S252710,2019-04-06 10:45:04,A,Y,GB,IN,89.75,206.0,1.05,Air,SC2,Y,5.11435
1083,S252717,2019-05-20 15:20:11,A,Y,GB,IN,88.87,1506.0,1.05,Air,SC2,Y,5.20081
1084,S252730,2019-08-15 05:14:18,A,Y,GB,IN,85.3,1175.0,0.75,Air,SC3,Y,5.19144
1085,S252736,2019-10-16 08:47:47,A,Y,GB,IN,90.78,173.0,0.75,Air,SC3,Y,5.10162
1086,S252738,2020-01-24 11:11:01,A,Y,GB,IN,93.58215399,200.0,1.05,Air,SC2,Y,5.239
1087,S252739,2020-05-04 09:25:23,A,Y,GB,IN,93.77,535.0,0.75,Air,SC3,Y,5.1361099999999995
1088,S253703,2019-02-22 12:29:58,A,Y,GB,IN,91.86,330.0,0.9,Ocean,SC1,Y,30.2081
1089,S253717,2019-05-20 15:21:54,A,Y,GB,IN,88.3,1456.0,0.9,Ocean,SC1,Y,31.402079999999998
1090,S253722,2019-06-25 10:16:48,A,Y,GB,IN,87.95,1500.0,0.9,Ocean,SC1,Y,19.28333
1091,S253730,2019-08-15 07:45:56,A,Y,GB,IN,85.5675,50.0,0.9,Ocean,SC1,Y,8.23565
1092,S253732,2019-08-29 08:03:54,A,Y,GB,IN,87.4611,1061.0,0.9,Ocean,SC1,Y,28.36042
1093,S253738,2020-01-24 11:16:28,A,Y,GB,IN,92.96,200.0,0.75,Air,SC3,Y,5.27975
1094,S253739,2020-05-04 11:17:10,A,Y,GB,IN,93.4,380.0,1.05,Air,SC2,Y,5.109030000000001
1095,S254738,2020-01-24 11:18:44,A,Y,GB,IN,92.9,1100.0,0.9,Ocean,SC1,Y,9.71343
1096,S254739,2020-05-04 12:30:30,A,Y,GB,IN,93.66,405.0,0.9,Ocean,SC1,Y,10.21181
1097,S255720,2019-06-10 09:25:21,A,Y,GB,IN,87.8,315.0,0.9,Ocean,SC1,Y,8.926039999999999
1098,S255728,2019-08-03 16:00:59,A,Y,GB,IN,83.76,275.0,0.9,Ocean,SC1,Y,31.6735
1099,S255732,2019-08-29 08:08:38,A,Y,GB,IN,87.52,310.0,1.05,Air,SC2,Y,5.17743
1100,S255734,2019-09-08 19:44:26,A,Y,GB,IN,87.49,200.0,1.05,Air,SC2,Y,5.4158599999999995
1101,S255737,2019-12-03 12:08:21,A,Y,GB,IN,92.7,355.0,0.9,Ocean,SC1,Y,30.057990000000004
1102,S255739,2020-05-04 12:47:53,A,Y,GB,IN,92.85,200.0,1.05,Air,SC2,Y,5.41632
1103,S256705,2019-03-04 10:16:12,A,Y,GB,IN,93.45,115.0,1.05,Air,SC2,Y,5.29074
1104,S256732,2019-08-29 08:09:41,A,Y,GB,IN,87.28,936.0,0.75,Air,SC3,Y,5.37951
1105,S256733,2019-09-03 11:54:15,A,Y,GB,IN,86.83,605.0,1.05,Air,SC2,Y,5.15822
1106,S256734,2019-09-08 20:51:29,A,Y,GB,IN,87.84,1000.0,0.75,Air,SC3,Y,5.29456
1107,S256736,2019-10-16 10:20:46,A,Y,GB,IN,89.9457,500.0,0.9,Ocean,SC1,Y,29.310879999999997
1108,S256737,2019-12-03 13:57:47,A,Y,GB,IN,92.91,1506.0,0.75,Air,SC3,Y,5.388999999999999
1109,S256738,2020-01-24 13:41:40,A,Y,GB,IN,92.81,155.0,0.9,Ocean,SC1,Y,10.70602
1110,S256739,2020-05-04 13:42:58,A,Y,GB,IN,93.4,327.0,1.05,Air,SC2,Y,5.14965
1111,S257720,2019-06-10 09:27:59,A,Y,GB,IN,87.89,295.0,1.05,Air,SC2,Y,5.29931
1112,S257728,2019-08-03 16:08:25,A,Y,GB,IN,83.93,60.0,0.75,Air,SC3,Y,5.0319400000000005
1113,S257734,2019-09-08 21:10:01,A,Y,GB,IN,87.65,235.0,0.9,Ocean,SC1,Y,33.819559999999996
1114,S257736,2019-10-16 10:23:25,A,Y,GB,IN,89.9857,1320.0,0.9,Ocean,SC1,Y,19.329279999999997
1115,S257737,2019-12-03 14:04:10,A,Y,GB,IN,92.7,1808.0,0.9,Ocean,SC1,Y,10.86227
1116,S257738,2020-01-24 13:49:02,A,Y,GB,IN,92.84,324.0,0.75,Air,SC3,Y,5.33785
1117,S258719,2019-06-03 15:09:13,A,Y,GB,IN,87.9,70.0,0.75,Air,SC3,Y,5.37824
1118,S258734,2019-09-08 21:47:39,A,Y,GB,IN,87.65,233.2,0.9,Ocean,SC1,Y,34.0809
1119,S258736,2019-10-16 10:50:21,A,Y,GB,IN,90.65,1110.0,0.9,Ocean,SC1,Y,19.51632
1120,S258739,2020-05-04 14:53:45,A,Y,GB,IN,93.68,123.5,1.05,Air,SC2,Y,5.11991
1121,S259711,2019-04-12 10:02:48,A,Y,GB,IN,90.32,505.0,0.75,Air,SC3,Y,5.37593
1122,S259724,2019-07-08 11:48:41,A,Y,GB,IN,85.25,185.0,0.75,Air,SC3,Y,5.37905
1123,S259736,2019-10-16 11:04:27,A,Y,GB,IN,90.65,998.0,0.9,Ocean,SC1,Y,19.61424
1124,S259737,2019-12-03 14:28:42,A,Y,GB,IN,92.7,330.0,0.9,Ocean,SC1,Y,11.032639999999999
1125,S259739,2020-05-04 17:18:21,A,Y,GB,IN,93.18,110.69,0.75,Air,SC3,Y,5.08194
1126,S260726,2019-07-22 10:03:24,A,Y,GB,IN,85.97,118.0,0.75,Air,SC3,Y,5.10544
1127,S260729,2019-08-08 14:41:20,A,Y,GB,IN,85.24969384,1506.0,0.75,Air,SC3,Y,5.05729
1128,S260736,2019-10-16 11:17:07,A,Y,GB,IN,90.65,1006.0,0.9,Ocean,SC1,Y,19.7022
1129,S260737,2019-12-03 14:38:07,A,Y,GB,IN,92.66,105.0,0.75,Air,SC3,Y,5.13495
1130,S260739,2020-05-05 07:52:05,A,Y,GB,IN,92.7256,800.0,1.05,Air,SC2,Y,5.4055599999999995
1131,S261738,2020-01-24 17:09:40,A,Y,GB,IN,93.2781108,555.0,0.75,Air,SC3,Y,5.09271
1132,S261739,2020-05-05 09:12:08,A,Y,GB,IN,93.66,218.5,1.05,Air,SC2,Y,5.1711800000000006
1133,S262737,2019-12-03 15:25:38,A,Y,GB,IN,92.43779182,87.0,0.75,Air,SC3,Y,5.4069400000000005
1134,S263704,2019-02-27 17:10:56,A,Y,GB,IN,94.74,500.0,0.75,Air,SC3,Y,5.1313699999999995
1135,S263705,2019-03-04 10:25:42,A,Y,GB,IN,93.86,665.0,0.9,Ocean,SC1,Y,29.34514
1136,S263711,2019-04-12 10:10:34,A,Y,GB,IN,90.99,405.0,0.75,Air,SC3,Y,5.03889
1137,S263729,2019-08-08 14:54:37,A,Y,GB,IN,84.72,118.0,0.75,Air,SC3,Y,5.00995
1138,S263733,2019-09-03 12:05:28,A,Y,GB,IN,86.06,140.0,0.75,Air,SC3,Y,5.287730000000001
1139,S263736,2019-10-16 11:33:59,A,Y,GB,IN,90.65,1006.0,0.9,Ocean,SC1,Y,9.81933
1140,S263737,2019-12-03 16:28:42,A,Y,GB,IN,92.31,550.0,0.9,Ocean,SC1,Y,31.86597
1141,S263739,2020-05-05 09:28:25,A,Y,GB,IN,92.6,107.9,0.75,Air,SC3,Y,5.10521
1142,S264724,2019-07-08 12:01:06,A,Y,GB,IN,85.65,300.0,0.9,Ocean,SC1,Y,10.007639999999999
1143,S264725,2019-07-14 14:18:47,A,Y,GB,IN,85.85,64.0,0.9,Ocean,SC1,Y,30.96377
1144,S264726,2019-07-22 10:08:32,A,Y,GB,IN,85.37,140.67,0.75,Air,SC3,Y,5.01204
1145,S264733,2019-09-03 12:15:33,A,Y,GB,IN,86.6704,1758.0,0.9,Ocean,SC1,Y,10.10799
1146,S264736,2019-10-16 12:09:04,A,Y,GB,IN,90.66,445.0,0.75,Air,SC3,Y,5.10324
1147,S264738,2020-01-24 19:59:21,A,Y,GB,IN,92.9,1803.5,0.9,Ocean,SC1,Y,23.32882
1148,S265711,2019-04-12 10:13:45,A,Y,GB,IN,90.41,205.0,1.05,Air,SC2,Y,5.40428
1149,S265718,2019-05-29 09:23:50,A,Y,GB,IN,87.98,62.0,0.75,Air,SC3,Y,5.35648
1150,S265722,2019-06-25 10:59:56,A,Y,GB,IN,87.95,1056.0,0.9,Ocean,SC1,Y,19.58287
1151,S265734,2019-09-09 08:52:31,A,Y,GB,IN,86.96,750.0,0.9,Ocean,SC1,Y,8.698030000000001
1152,S266704,2019-02-27 17:13:20,A,Y,GB,IN,94.12,500.0,1.05,Air,SC2,Y,5.388999999999999
1153,S266721,2019-06-17 13:43:17,A,Y,GB,IN,87.2,190.0,0.75,Air,SC3,Y,5.04167
1154,S266738,2020-01-24 21:53:47,A,Y,GB,IN,93.97,155.2,0.75,Air,SC3,Y,5.24444
1155,S266739,2020-05-05 11:59:47,A,Y,GB,IN,92.7,54.0,1.05,Air,SC2,Y,5.2397
1156,S267709,2019-03-31 13:10:34,A,Y,GB,IN,89.65,1006.0,0.9,Ocean,SC1,Y,10.49005
1157,S267718,2019-05-29 09:25:10,A,Y,GB,IN,87.85,290.0,0.9,Ocean,SC1,Y,28.924770000000002
1158,S267737,2019-12-03 19:06:18,A,Y,GB,IN,92.85,275.0,0.9,Ocean,SC1,Y,22.960420000000003
1159,S267738,2020-01-24 22:09:01,A,Y,GB,IN,93.25,811.0,1.05,Air,SC2,Y,5.41794
1160,S267739,2020-05-05 12:04:25,A,Y,GB,IN,92.87,125.0,0.75,Air,SC3,Y,5.33056
1161,S268718,2019-05-29 09:27:51,A,Y,GB,IN,87.92,1000.0,0.75,Air,SC3,Y,5.2350699999999994
1162,S268732,2019-08-29 08:51:44,A,Y,GB,IN,87.73699172,695.0,1.05,Air,SC2,Y,5.152430000000001
1163,S268736,2019-10-16 12:42:23,A,Y,GB,IN,90.824,56.0,0.9,Ocean,SC1,Y,20.29433
1164,S268737,2019-12-03 19:46:14,A,Y,GB,IN,92.85,2000.0,0.9,Ocean,SC1,Y,13.237729999999999
1165,S268738,2020-01-24 22:30:14,A,Y,GB,IN,93.64,155.0,0.75,Air,SC3,Y,5.3066
1166,S269722,2019-06-25 11:04:02,A,Y,GB,IN,87.95,1061.0,0.9,Ocean,SC1,Y,9.61134
1167,S269737,2019-12-03 20:04:10,A,Y,GB,IN,92.34565767,200.0,0.75,Air,SC3,Y,5.15278
1168,S270712,2019-04-18 15:58:52,A,Y,GB,IN,89.99,230.0,0.75,Air,SC3,Y,5.3026599999999995
1169,S270713,2019-04-27 14:37:37,A,Y,GB,IN,90.16,1506.0,0.75,Air,SC3,Y,5.18044
1170,S270715,2019-05-08 10:49:30,A,Y,GB,IN,90.21,305.0,0.75,Air,SC3,Y,5.14583
1171,S270723,2019-07-02 09:12:28,A,Y,GB,IN,86.98,92.8,1.05,Air,SC2,Y,5.02153
1172,S270730,2019-08-15 09:31:13,A,Y,GB,IN,85.69,1506.0,0.75,Air,SC3,Y,5.00162
1173,S270738,2020-01-25 00:07:48,A,Y,GB,IN,92.9,1000.0,0.9,Ocean,SC1,Y,5.05417
