,State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn
516,ME,88.0,415,No,No,0,192.0,91,32.64,127.6,127.0,10.85,155.6,125,,7.5,5,2.03,1.0,False
517,WI,131.0,415,No,Yes,39,69.1,122,11.75,101.3,136.0,8.61,104.8,94,4.72,9.1,4,2.46,0.0,False
518,MO,79.0,408,No,No,0,261.7,97,44.49,210.6,,17.9,256.7,83,11.55,6.0,3,1.62,,True
519,NY,140.0,415,No,No,0,235.5,81,40.04,257.2,130.0,21.86,103.1,111,4.64,11.5,4,3.11,2.0,False
520,CT,105.0,408,No,No,0,213.4,100,36.28,204.9,52.0,17.42,179.7,93,,9.5,6,2.57,1.0,False
521,WY,87.0,415,No,Yes,22,263.8,65,44.85,103.4,115.0,8.79,208.1,109,,8.5,3,2.3,3.0,False
522,CA,96.0,510,No,Yes,31,183.4,126,31.18,195.5,106.0,16.62,180.1,93,8.1,10.5,5,2.84,1.0,False
523,AK,130.0,415,No,No,0,242.5,101,41.23,102.8,114.0,8.74,142.4,89,6.41,9.3,2,2.51,2.0,False
524,VA,34.0,415,No,No,0,151.0,102,25.67,131.4,101.0,11.17,186.6,86,8.4,9.9,7,2.67,0.0,False
525,CO,139.0,415,No,No,0,138.1,103,23.48,164.5,100.0,13.98,134.9,63,6.07,8.3,2,2.24,1.0,False
526,NE,63.0,415,No,No,0,211.2,80,,237.7,93.0,20.2,259.2,58,11.66,12.3,2,3.32,0.0,False
527,VT,152.0,415,No,No,0,197.1,126,33.51,130.1,,11.06,78.1,100,3.51,7.4,4,2.0,3.0,False
528,ND,147.0,408,No,No,0,205.3,95,34.9,166.7,128.0,14.17,240.6,84,10.83,7.8,4,2.11,1.0,False
529,GA,,415,No,Yes,22,181.8,110,,228.1,123.0,19.39,262.7,141,11.82,9.2,4,2.48,2.0,False
530,OR,120.0,415,No,No,0,252.0,120,42.84,150.2,106.0,12.77,151.8,96,6.83,9.6,1,2.59,,False
531,WY,171.0,415,No,No,0,231.2,135,39.3,188.7,74.0,16.04,206.9,124,,12.3,1,3.32,1.0,False
532,GA,101.0,415,No,Yes,33,200.1,108,,188.9,122.0,16.06,205.1,90,9.23,15.5,4,4.19,0.0,False
533,IL,,408,No,No,0,175.3,106,29.8,144.3,87.0,12.27,160.2,88,7.21,11.8,5,3.19,0.0,False
534,CO,60.0,408,No,No,0,125.1,99,21.27,248.8,62.0,21.15,211.3,79,9.51,11.2,3,3.02,,False
535,MA,,408,No,No,0,241.2,134,41.0,116.5,114.0,9.9,152.2,91,6.85,10.6,4,2.86,0.0,False
536,IN,84.0,408,No,No,0,217.1,99,36.91,236.0,68.0,20.06,118.3,120,5.32,9.4,4,2.54,1.0,False
537,NY,65.0,510,No,No,0,195.4,110,,181.2,109.0,15.4,178.5,105,8.03,8.9,4,2.4,,False
538,TX,75.0,415,Yes,No,0,222.4,78,37.81,327.0,111.0,27.8,208.0,104,9.36,8.7,9,2.35,1.0,True
539,NE,,415,No,Yes,38,256.7,98,43.64,150.5,120.0,12.79,123.0,87,5.54,11.4,3,3.08,,False
540,CO,63.0,415,No,Yes,32,30.9,113,5.25,187.0,113.0,15.9,230.8,101,10.39,8.6,7,2.32,1.0,False
541,SC,108.0,510,No,No,0,187.4,101,31.86,199.9,126.0,16.99,216.1,107,,12.6,8,3.4,1.0,False
542,CO,71.0,415,No,No,0,277.5,104,47.18,131.8,121.0,11.2,126.9,101,5.71,8.2,2,2.21,1.0,False
543,MS,137.0,510,No,No,0,147.2,119,,192.8,91.0,16.39,172.7,105,7.77,10.2,4,2.75,1.0,False
544,NE,82.0,408,No,No,0,185.8,36,31.59,276.5,134.0,23.5,192.1,104,8.64,5.7,7,1.54,4.0,False
545,MT,96.0,415,No,No,0,97.6,98,16.59,105.5,118.0,8.97,220.2,105,9.91,11.6,9,3.13,1.0,False
546,NH,37.0,415,No,No,0,206.0,89,35.02,186.0,88.0,15.81,307.1,86,13.82,8.4,11,2.27,0.0,False
547,IA,98.0,415,No,No,0,216.8,86,36.86,190.8,,16.22,187.5,79,8.44,11.0,9,2.97,0.0,False
548,WV,121.0,415,No,No,0,103.3,110,17.56,129.1,82.0,10.97,167.1,113,7.52,10.7,3,2.89,0.0,False
549,RI,94.0,415,No,No,0,139.4,95,23.7,159.1,92.0,13.52,128.2,129,5.77,7.7,3,2.08,0.0,False
550,KS,99.0,415,No,No,0,191.2,110,32.5,163.9,102.0,13.93,243.6,114,10.96,14.1,3,3.81,1.0,False
551,MT,,510,No,Yes,23,160.0,104,27.2,189.4,64.0,16.1,229.9,118,10.35,10.4,7,2.81,1.0,False
552,MO,161.0,510,No,No,0,221.7,95,37.69,193.0,82.0,16.41,194.1,113,8.73,6.5,4,1.76,3.0,False
553,HI,99.0,415,No,No,0,62.9,81,10.69,231.0,64.0,19.64,168.9,121,7.6,8.5,5,2.3,1.0,False
554,CO,108.0,415,No,No,0,215.6,78,36.65,195.3,119.0,16.6,194.4,65,8.75,3.6,5,0.97,1.0,False
555,CT,84.0,510,No,Yes,42,165.3,97,28.1,223.5,118.0,19.0,260.8,72,11.74,7.6,7,2.05,,False
556,DC,139.0,510,No,No,0,203.2,81,34.54,152.5,99.0,12.96,197.8,76,,9.7,3,2.62,2.0,False
557,TN,,510,No,No,0,195.3,70,33.2,216.7,108.0,18.42,259.9,119,11.7,12.5,4,3.38,3.0,False
558,WY,129.0,510,No,No,0,143.7,114,24.43,297.8,98.0,25.31,212.6,86,9.57,11.4,8,3.08,4.0,False
559,MO,106.0,415,No,No,0,114.4,104,19.45,78.3,101.0,6.66,232.7,78,,0.0,0,0.0,2.0,False
560,SD,168.0,415,No,Yes,22,175.9,70,29.9,211.7,105.0,17.99,174.5,81,7.85,7.3,5,1.97,2.0,False
561,GA,57.0,408,Yes,Yes,30,234.5,130,39.87,195.2,116.0,16.59,268.8,94,,11.4,4,3.08,2.0,False
562,AZ,67.0,415,No,No,0,210.7,116,35.82,219.2,,18.63,179.7,83,8.09,7.2,6,1.94,1.0,False
563,AK,127.0,408,No,No,0,182.3,124,,169.9,,14.44,184.0,116,8.28,9.3,3,2.51,,False
564,AK,78.0,510,No,No,0,190.3,88,32.35,194.5,89.0,16.53,256.5,109,11.54,11.7,5,3.16,2.0,False
565,CT,100.0,415,No,Yes,38,177.1,88,30.11,163.7,108.0,13.91,242.7,72,10.92,7.4,2,2.0,0.0,False
566,KY,113.0,415,No,No,0,215.6,96,36.65,193.4,127.0,16.44,105.4,115,4.74,13.5,3,3.65,1.0,False
567,MI,78.0,510,No,No,0,137.4,109,23.36,237.6,49.0,20.2,206.7,136,9.3,14.0,11,3.78,,False
568,OR,129.0,510,No,Yes,36,192.8,103,32.78,177.0,83.0,15.05,216.5,118,9.74,16.4,5,4.43,1.0,False
569,TN,57.0,510,No,No,0,149.3,100,,200.2,110.0,17.02,231.7,101,10.43,11.9,3,3.21,2.0,False
570,WV,82.0,408,No,No,0,143.7,116,24.43,170.7,99.0,14.51,287.7,95,12.95,7.8,5,2.11,1.0,False
571,WY,94.0,510,No,No,0,271.2,105,46.1,202.6,105.0,17.22,221.6,51,,11.5,3,3.11,,True
572,WY,90.0,415,No,No,0,207.2,121,35.22,292.5,104.0,24.86,226.3,103,10.18,8.0,1,2.16,2.0,False
573,IN,48.0,510,No,No,0,300.4,94,51.07,133.2,103.0,11.32,197.4,94,8.88,7.2,5,1.94,2.0,False
574,NM,85.0,408,No,Yes,37,229.6,123,,132.3,90.0,11.25,211.9,76,9.54,9.5,8,2.57,2.0,False
575,NJ,,415,Yes,Yes,20,187.5,110,31.88,169.8,94.0,14.43,175.3,127,7.89,12.1,4,3.27,1.0,False
576,DC,169.0,415,Yes,No,0,57.1,98,9.71,199.7,78.0,16.97,274.7,103,12.36,6.5,6,1.76,3.0,False
577,UT,68.0,415,No,No,0,162.1,86,27.56,155.0,86.0,13.18,189.7,87,8.54,11.0,9,2.97,5.0,True
578,KY,91.0,415,Yes,No,0,145.0,89,24.65,175.8,102.0,14.94,223.7,151,10.07,16.7,3,4.51,,True
579,KS,68.0,510,No,No,0,159.5,123,27.12,240.8,93.0,20.47,210.3,76,9.46,11.4,3,3.08,1.0,False
580,MI,101.0,510,No,No,0,190.7,72,32.42,208.6,103.0,17.73,203.8,111,9.17,8.8,8,2.38,1.0,False
581,UT,67.0,510,No,Yes,20,230.6,40,39.2,189.1,58.0,16.07,162.2,115,7.3,9.4,2,2.54,1.0,False
582,NE,,415,No,No,0,34.0,133,5.78,278.6,61.0,23.68,129.6,120,5.83,11.5,3,3.11,0.0,False
583,FL,116.0,415,No,Yes,17,193.4,112,32.88,240.6,131.0,20.45,248.1,98,11.16,11.4,3,3.08,5.0,False
584,LA,158.0,408,No,No,0,202.0,126,34.34,163.5,86.0,13.9,195.4,84,8.79,10.4,6,2.81,1.0,False
585,MT,,415,No,No,0,191.7,122,32.59,241.4,88.0,20.52,203.5,86,9.16,9.1,5,2.46,1.0,False
586,WA,119.0,415,No,Yes,26,161.3,97,27.42,250.3,110.0,21.28,142.4,92,6.41,6.6,8,1.78,1.0,False
587,MI,120.0,415,No,No,0,150.6,85,25.6,119.0,128.0,10.12,232.9,123,10.48,6.4,2,1.73,1.0,False
588,KY,155.0,510,No,No,0,184.6,102,31.38,196.0,117.0,16.66,226.5,122,,7.8,1,2.11,1.0,False
589,LA,106.0,408,No,No,0,220.7,120,37.52,270.2,95.0,22.97,121.6,113,5.47,8.7,5,2.35,1.0,False
590,AL,146.0,415,No,Yes,32,154.0,80,26.18,185.5,91.0,15.77,148.2,107,6.67,8.2,4,2.21,3.0,False
591,MO,101.0,415,No,Yes,29,121.1,116,20.59,186.4,100.0,15.84,241.7,75,10.88,10.1,6,2.73,0.0,False
592,CO,,510,No,Yes,23,182.1,94,,164.6,59.0,13.99,128.8,102,5.8,12.7,4,3.43,3.0,False
593,NY,,415,No,No,0,209.9,105,35.68,121.9,105.0,10.36,253.7,104,11.42,9.6,4,2.59,1.0,False
594,OR,69.0,415,No,No,0,167.5,76,28.48,242.1,92.0,20.58,101.2,103,,11.4,4,3.08,2.0,False
595,WY,33.0,415,No,No,0,213.9,88,36.36,239.8,119.0,20.38,148.7,71,6.69,9.8,14,2.65,2.0,False
596,UT,112.0,415,No,No,0,115.8,108,19.69,243.3,111.0,20.68,184.6,78,8.31,13.1,5,3.54,1.0,False
597,NV,136.0,415,No,Yes,21,179.4,88,30.5,181.1,97.0,15.39,320.7,120,14.43,9.5,4,2.57,2.0,False
598,NC,128.0,510,No,No,0,187.3,84,31.84,270.8,95.0,23.02,206.4,68,9.29,10.1,5,2.73,1.0,False
599,NC,27.0,408,No,No,0,201.2,128,34.2,227.2,100.0,19.31,145.8,91,6.56,8.4,3,2.27,2.0,False
600,WY,,415,Yes,No,0,189.6,78,32.23,267.4,117.0,22.73,184.5,137,8.3,1.3,6,0.35,1.0,False
601,FL,120.0,415,No,Yes,31,153.5,83,26.1,219.1,96.0,18.62,237.4,76,10.68,11.4,4,3.08,0.0,False
602,CA,113.0,415,No,No,0,187.6,97,31.89,208.2,118.0,17.7,158.9,101,7.15,8.7,6,2.35,,False
603,PA,122.0,415,Yes,No,0,230.9,132,39.25,243.2,99.0,20.67,182.4,57,8.21,11.0,2,2.97,,True
604,WV,,415,No,Yes,26,244.9,150,41.63,118.0,138.0,10.03,236.0,91,10.62,15.2,4,4.1,2.0,False
605,NJ,74.0,415,No,No,0,230.9,93,39.25,223.0,78.0,18.96,157.8,101,7.1,9.7,2,2.62,3.0,False
606,MT,106.0,415,No,No,0,187.1,104,31.81,250.2,117.0,21.27,144.9,81,6.52,11.0,3,2.97,1.0,False
607,MN,179.0,415,No,No,0,170.7,54,29.02,191.1,108.0,16.24,214.6,107,9.66,13.3,4,3.59,1.0,False
608,ID,77.0,510,No,No,0,189.5,112,32.22,207.0,95.0,17.6,214.1,91,9.63,9.2,7,2.48,,False
609,MA,127.0,408,Yes,No,0,176.9,110,30.07,167.9,100.0,14.27,182.2,138,8.2,7.7,2,2.08,1.0,True
610,OR,80.0,415,No,No,0,161.1,99,27.39,198.8,,16.9,228.4,116,10.28,10.6,4,2.86,1.0,False
611,AL,61.0,415,No,Yes,20,254.4,133,43.25,161.7,96.0,13.74,251.4,91,11.31,10.5,4,2.84,0.0,False
612,ND,135.0,510,Yes,Yes,24,127.7,54,21.71,215.0,105.0,18.28,234.3,84,10.54,5.8,4,1.57,2.0,False
613,LA,115.0,415,No,Yes,26,170.5,107,28.99,217.2,77.0,18.46,225.7,71,10.16,13.6,5,3.67,6.0,False
614,MS,,510,Yes,No,0,273.5,104,46.5,183.8,68.0,15.62,153.8,67,6.92,11.0,9,2.97,2.0,False
615,WV,112.0,415,Yes,No,0,161.9,138,27.52,200.9,114.0,17.08,134.0,134,6.03,10.7,4,2.89,1.0,False
616,KS,103.0,408,Yes,No,0,62.8,124,10.68,170.4,66.0,14.48,280.2,78,12.61,9.4,4,2.54,3.0,False
617,PA,69.0,415,No,No,0,228.2,70,38.79,263.7,80.0,22.41,142.6,60,6.42,10.7,5,2.89,3.0,False
618,SD,85.0,408,No,No,0,209.8,82,,194.5,94.0,16.53,200.4,85,9.02,11.3,3,3.05,0.0,False
619,NJ,24.0,408,No,No,0,265.6,86,45.15,208.8,102.0,17.75,182.5,105,8.21,11.1,6,3.0,2.0,True
620,AL,90.0,415,No,No,0,214.9,97,36.53,117.8,117.0,10.01,133.7,78,6.02,11.8,2,3.19,2.0,False
621,ME,137.0,510,No,No,0,110.5,79,18.79,223.2,,18.97,169.5,64,7.63,10.5,3,2.84,3.0,False
622,NV,69.0,510,Yes,Yes,33,271.5,98,46.16,253.4,102.0,21.54,165.4,85,7.44,8.2,2,2.21,1.0,True
623,WI,45.0,408,No,No,0,112.8,108,19.18,218.8,120.0,18.6,240.2,106,10.81,9.0,3,2.43,2.0,False
624,HI,73.0,408,No,No,0,187.3,118,31.84,239.7,90.0,20.37,167.5,108,7.54,15.1,2,4.08,1.0,False
625,DE,92.0,415,No,No,0,197.0,84,,269.3,105.0,22.89,158.9,105,7.15,10.8,4,2.92,1.0,False
626,AZ,113.0,415,No,Yes,32,180.4,89,30.67,129.4,124.0,11.0,166.9,124,7.51,8.4,2,2.27,1.0,False
627,GA,135.0,415,No,Yes,22,197.1,113,33.51,259.4,95.0,22.05,134.7,135,6.06,14.6,5,3.94,2.0,False
628,AZ,100.0,415,No,Yes,26,153.7,115,26.13,137.8,,11.71,213.5,104,9.61,15.9,5,4.29,1.0,False
629,MN,96.0,415,No,Yes,27,261.3,96,44.42,220.9,101.0,18.78,179.4,97,8.07,11.3,2,3.05,1.0,False
630,ME,108.0,510,No,No,0,246.2,102,,202.4,134.0,17.2,180.1,95,8.1,9.4,5,2.54,,False
631,FL,84.0,510,No,No,0,191.0,88,32.47,318.8,119.0,27.1,247.3,79,11.13,6.5,4,1.76,0.0,False
632,WA,134.0,408,No,No,0,208.3,86,35.41,253.6,89.0,21.56,291.0,86,13.1,12.6,3,3.4,1.0,False
633,MT,72.0,415,No,No,0,253.0,73,43.01,219.3,78.0,18.64,210.8,89,9.49,9.8,4,2.65,0.0,False
634,AL,83.0,408,No,No,0,202.3,87,34.39,201.5,111.0,17.13,101.7,82,4.58,6.8,4,1.84,0.0,False
635,WV,137.0,408,No,No,0,174.4,120,,156.3,98.0,13.29,136.5,121,6.14,10.2,5,2.75,0.0,False
636,GA,56.0,415,No,Yes,30,127.1,89,21.61,172.1,116.0,14.63,194.6,111,8.76,12.1,3,3.27,1.0,False
637,OH,61.0,510,Yes,Yes,16,143.5,76,,242.6,58.0,20.62,147.7,95,6.65,11.3,3,3.05,,False
638,DE,171.0,510,No,Yes,17,186.9,94,31.77,240.0,,20.4,200.9,64,9.04,5.8,3,1.57,1.0,False
639,FL,58.0,510,No,No,0,234.8,89,39.92,106.8,131.0,9.08,178.5,122,8.03,9.9,6,2.67,0.0,False
640,AK,156.0,510,No,No,0,123.7,96,21.03,103.0,80.0,8.76,189.4,82,8.52,13.1,4,3.54,1.0,False
641,WI,166.0,510,No,No,0,173.9,103,,276.4,83.0,23.49,190.8,113,8.59,15.3,5,4.13,0.0,False
642,KY,75.0,415,No,No,0,314.6,102,53.48,169.8,86.0,14.43,285.1,100,12.83,5.7,3,1.54,2.0,True
643,OH,83.0,510,No,No,0,227.9,78,38.74,207.5,,17.64,211.7,100,9.53,12.1,5,3.27,1.0,False
644,UT,243.0,510,No,No,0,95.5,92,16.24,163.7,63.0,13.91,264.2,118,11.89,6.6,6,1.78,2.0,False
645,MN,150.0,415,No,No,0,146.3,133,24.87,202.7,95.0,17.23,234.7,103,10.56,13.1,3,3.54,1.0,False
646,WV,92.0,510,No,Yes,16,184.0,99,31.28,76.4,134.0,6.49,185.1,96,8.33,12.7,3,3.43,2.0,False
647,MN,80.0,415,No,No,0,105.8,110,17.99,43.9,88.0,3.73,189.6,87,8.53,13.1,5,3.54,0.0,False
648,AL,134.0,415,No,No,0,178.0,110,30.26,153.8,64.0,13.07,236.6,105,10.65,11.7,4,3.16,1.0,False
649,PA,77.0,510,No,Yes,24,149.4,74,,123.9,72.0,10.53,174.3,84,7.84,10.1,6,2.73,1.0,False
650,DE,147.0,510,No,No,0,209.4,104,35.6,132.5,78.0,11.26,149.4,123,6.72,11.3,3,3.05,2.0,False
651,MO,74.0,415,No,No,0,172.1,105,,211.7,99.0,17.99,182.2,105,8.2,11.6,6,3.13,1.0,False
652,IL,138.0,510,Yes,No,0,169.3,82,28.78,217.9,147.0,18.52,184.2,77,8.29,9.4,9,2.54,1.0,False
653,HI,64.0,415,No,No,0,194.2,147,,173.4,,14.74,268.7,114,12.09,5.5,2,1.49,2.0,False
654,ME,120.0,510,No,No,0,198.8,56,33.8,230.1,73.0,19.56,119.8,81,5.39,9.9,3,2.67,2.0,False
655,CO,121.0,408,Yes,No,0,167.7,94,28.51,93.7,121.0,7.96,241.3,115,10.86,13.4,1,3.62,3.0,True
656,NH,88.0,415,No,No,0,202.2,86,34.37,216.8,93.0,18.43,239.4,99,10.77,11.8,2,3.19,,False
657,FL,104.0,415,No,No,0,76.4,116,12.99,115.6,74.0,9.83,226.3,94,10.18,9.4,3,2.54,3.0,False
658,GA,27.0,510,No,No,0,72.7,75,12.36,208.6,117.0,17.73,65.8,71,2.96,9.9,3,2.67,1.0,False
659,IL,81.0,415,No,Yes,31,210.4,100,35.77,225.5,97.0,19.17,168.7,120,7.59,9.7,4,2.62,,False
660,NC,,510,Yes,Yes,33,127.2,93,21.62,162.9,104.0,13.85,247.4,109,11.13,8.1,13,2.19,0.0,False
661,VT,,510,No,Yes,28,201.8,79,34.31,304.9,128.0,25.92,225.6,133,10.15,11.9,8,3.21,1.0,False
662,DC,88.0,415,No,Yes,17,219.5,78,37.32,222.1,94.0,18.88,188.3,92,8.47,16.1,5,4.35,1.0,False
663,VT,111.0,408,No,No,0,99.3,112,,270.5,136.0,22.99,225.3,94,,9.0,6,2.43,,False
664,NV,77.0,415,No,No,0,239.2,114,40.66,150.0,115.0,12.75,160.8,81,7.24,10.3,2,2.78,5.0,False
665,OR,67.0,415,Yes,No,0,120.9,58,20.55,235.0,88.0,19.98,95.1,130,4.28,11.4,11,3.08,2.0,False
666,AL,102.0,408,No,No,0,224.7,81,38.2,129.4,,11.0,167.6,109,7.54,15.8,6,4.27,1.0,False
667,ND,146.0,408,No,Yes,19,176.6,88,30.02,162.7,,13.83,215.5,98,,14.6,6,3.94,1.0,False
668,NE,96.0,415,No,No,0,180.6,92,30.7,190.9,114.0,16.23,295.6,125,13.3,10.3,4,2.78,,True
669,ME,149.0,408,No,No,0,237.6,79,40.39,192.4,107.0,16.35,207.4,111,9.33,9.1,9,2.46,0.0,False
670,IL,129.0,415,No,No,0,198.4,91,,264.7,106.0,22.5,111.4,101,5.01,9.2,2,2.48,2.0,False
671,WA,,408,No,No,0,274.3,110,46.63,52.9,109.0,4.5,246.1,119,11.07,10.9,5,2.94,0.0,False
672,KS,149.0,510,No,No,0,217.7,91,37.01,273.5,,23.25,226.9,99,10.21,9.6,3,2.59,3.0,False
673,RI,70.0,415,No,No,0,134.7,96,22.9,235.9,90.0,20.05,260.2,113,11.71,7.6,6,2.05,3.0,False
674,IA,66.0,510,No,No,0,256.3,135,43.57,180.2,,15.32,187.3,135,8.43,6.2,7,1.67,2.0,False
675,NV,160.0,415,No,No,0,176.2,90,29.95,196.0,115.0,16.66,263.9,95,11.88,9.2,4,2.48,1.0,False
676,WI,,415,No,Yes,37,205.0,94,34.85,165.4,103.0,14.06,185.0,81,8.32,11.7,8,3.16,1.0,False
677,AL,93.0,408,No,No,0,267.9,114,45.54,223.0,74.0,18.96,262.7,90,11.82,11.3,3,3.05,3.0,True
678,HI,,415,No,No,0,179.2,111,30.46,175.2,130.0,14.89,228.6,92,10.29,9.9,6,2.67,2.0,False
679,MO,58.0,415,No,No,0,149.4,145,25.4,196.5,105.0,16.7,209.5,108,9.43,14.9,3,4.02,1.0,False
680,MO,45.0,408,No,No,0,207.6,71,35.29,152.7,94.0,12.98,217.8,125,9.8,12.4,13,3.35,1.0,False
681,CT,155.0,510,No,No,0,165.4,108,,183.7,103.0,15.61,80.2,108,3.61,8.9,4,2.4,3.0,False
682,MD,52.0,415,No,No,0,209.8,114,35.67,171.3,82.0,14.56,154.6,119,6.96,9.9,9,2.67,4.0,False
683,OH,,415,No,Yes,27,220.1,128,37.42,268.2,,22.8,146.5,80,6.59,11.1,3,3.0,0.0,False
684,NV,86.0,510,No,No,0,141.3,72,24.02,154.3,95.0,13.12,210.6,91,9.48,8.2,5,2.21,1.0,False
685,MD,42.0,408,No,No,0,196.5,89,33.41,241.3,123.0,20.51,143.2,105,6.44,4.0,7,1.08,0.0,False
686,OH,123.0,408,No,No,0,105.0,150,17.85,251.6,90.0,21.39,258.0,93,11.61,14.9,5,4.02,0.0,False
687,MA,98.0,510,No,No,0,271.4,119,46.14,190.4,,16.18,284.7,118,12.81,11.1,6,3.0,4.0,True
688,OK,149.0,510,No,Yes,43,206.7,79,35.14,174.6,,14.84,241.5,80,10.87,10.9,3,2.94,1.0,False
689,MA,160.0,408,No,No,0,166.8,109,28.36,236.0,117.0,20.06,307.6,77,13.84,9.3,1,2.51,1.0,False
690,WA,,415,No,No,0,204.9,107,34.83,135.2,102.0,11.49,208.2,106,9.37,10.4,3,2.81,5.0,False
691,HI,132.0,415,No,Yes,15,154.6,128,,245.6,106.0,20.88,148.6,90,6.69,9.1,4,2.46,1.0,False
692,CO,137.0,415,No,No,0,127.0,107,,323.2,75.0,27.47,143.9,127,6.48,7.5,2,2.03,1.0,False
693,FL,129.0,415,Yes,No,0,267.4,78,45.46,204.2,85.0,17.36,111.7,146,5.03,5.9,4,1.59,1.0,False
694,WI,62.0,415,No,No,0,281.0,66,47.77,160.6,108.0,13.65,77.9,74,3.51,0.0,0,0.0,1.0,False
695,WY,32.0,408,No,No,0,171.2,82,29.1,185.6,102.0,15.78,203.3,64,9.15,10.2,7,2.75,1.0,False
696,GA,86.0,510,No,No,0,124.1,82,21.1,202.6,120.0,17.22,289.6,119,13.03,6.7,8,1.81,3.0,False
697,FL,130.0,415,No,No,0,162.8,113,27.68,290.3,111.0,24.68,114.9,140,5.17,7.2,3,1.94,1.0,False
698,WY,42.0,408,No,No,0,146.3,84,24.87,255.9,113.0,21.75,45.0,117,2.03,8.0,12,2.16,,False
699,DE,73.0,415,No,No,0,254.8,85,43.32,143.4,80.0,12.19,153.9,102,6.93,15.0,7,4.05,2.0,False
700,ME,66.0,408,No,Yes,26,254.9,108,43.33,243.2,135.0,20.67,190.8,95,8.59,5.4,3,1.46,,False
701,DC,103.0,510,No,Yes,31,107.7,124,18.31,188.9,104.0,16.06,196.2,98,8.83,8.9,3,2.4,0.0,False
702,IA,128.0,408,No,No,0,158.8,75,27.0,264.8,91.0,22.51,270.0,77,12.15,7.6,7,2.05,1.0,False
703,CO,104.0,415,No,No,0,182.9,113,31.09,239.6,,20.37,229.8,104,10.34,5.5,4,1.49,2.0,False
704,MN,103.0,415,No,No,0,198.5,112,33.75,42.5,,3.61,179.2,124,,12.4,5,3.35,0.0,False
705,AZ,87.0,510,No,No,0,110.9,91,18.85,158.5,115.0,13.47,207.5,131,9.34,6.2,5,1.67,1.0,False
706,LA,109.0,415,No,Yes,27,166.9,85,28.37,221.2,92.0,18.8,197.3,97,8.88,12.3,4,3.32,1.0,True
707,ME,,510,No,No,0,120.8,96,20.54,169.8,101.0,14.43,194.1,63,8.73,11.9,3,3.21,4.0,True
708,MD,106.0,415,No,No,0,165.3,118,28.1,210.0,,17.85,187.2,93,8.42,8.5,3,2.3,2.0,False
709,VT,125.0,415,No,No,0,126.7,113,21.54,155.5,131.0,13.22,206.2,112,,14.4,7,3.89,,False
710,DC,108.0,408,No,Yes,35,215.9,106,36.7,200.6,107.0,17.05,195.4,107,8.79,15.5,7,4.19,0.0,False
711,WY,125.0,415,No,No,0,140.1,132,23.82,209.6,,17.82,264.1,77,11.88,8.0,2,2.16,1.0,False
712,VA,72.0,510,Yes,Yes,29,139.8,114,23.77,138.2,,11.75,221.0,88,,5.5,6,1.49,0.0,False
713,CT,23.0,510,No,No,0,321.6,107,54.67,251.6,115.0,21.39,141.1,158,6.35,11.3,3,3.05,2.0,True
714,HI,149.0,510,No,No,0,166.6,61,28.32,218.8,107.0,18.6,208.3,131,9.37,8.2,6,2.21,7.0,False
715,WI,73.0,415,No,No,0,214.2,90,36.41,196.8,,16.73,157.9,112,7.11,5.9,8,1.59,0.0,False
716,MD,61.0,415,No,No,0,260.0,123,44.2,210.5,127.0,17.89,234.7,70,10.56,9.0,3,2.43,1.0,True
717,WV,161.0,415,No,No,0,191.9,113,32.62,70.9,87.0,6.03,204.8,107,9.22,13.4,4,3.62,4.0,True
718,UT,118.0,415,No,Yes,24,118.1,83,20.08,109.6,72.0,9.32,245.5,73,11.05,16.9,2,4.56,,False
719,CO,23.0,408,No,No,0,190.2,89,32.33,166.4,108.0,14.14,219.8,73,,15.0,4,4.05,6.0,False
720,NC,127.0,415,No,Yes,25,82.2,95,,163.3,109.0,13.88,264.9,104,11.92,5.1,6,1.38,,False
721,NJ,42.0,415,No,Yes,32,163.8,80,,177.8,123.0,15.11,190.4,106,,8.1,5,2.19,0.0,False
722,AR,,415,No,No,0,267.8,145,,316.4,121.0,26.89,208.6,91,9.39,14.4,11,3.89,5.0,True
723,IA,45.0,510,No,No,0,159.8,91,27.17,120.4,86.0,10.23,163.0,93,7.34,10.6,3,2.86,2.0,False
724,GA,50.0,408,No,Yes,24,214.3,129,,289.8,55.0,24.63,312.5,130,14.06,10.6,4,2.86,1.0,False
725,MO,,510,No,No,0,287.3,123,48.84,288.0,114.0,24.48,266.0,112,11.97,10.5,4,2.84,0.0,True
726,MO,152.0,408,No,No,0,101.2,122,17.2,141.6,87.0,12.04,198.5,124,8.93,7.5,3,2.03,,False
727,WY,105.0,415,No,No,0,102.8,74,17.48,281.7,125.0,23.94,228.1,113,10.26,13.2,5,3.56,2.0,False
728,HI,72.0,415,No,No,0,109.1,97,18.55,115.7,96.0,9.83,295.8,84,13.31,8.3,6,2.24,0.0,False
729,PA,52.0,408,No,No,0,215.9,67,36.7,217.0,108.0,18.45,342.8,130,15.43,5.2,2,1.4,1.0,False
730,TX,125.0,415,No,No,0,203.4,110,34.58,128.7,97.0,10.94,190.5,113,8.57,11.0,4,2.97,1.0,False
731,VA,,510,No,No,0,110.1,113,18.72,169.0,59.0,14.37,166.7,94,7.5,9.2,2,2.48,1.0,False
